Umsatz-ID;Buchungstag;Valutadatum;Auftraggeber;IBAN;Verwendungszweck;Betrag;Waehrung
NW-2026-08-010727;28.08.2026;28.08.2026;Hoffmann Systemhaus KG;DE65 7098 5222 4257 1180 38;KD-03906 RE-2026-038252;2.884,13;EUR
NW-2026-08-010728;28.08.2026;28.08.2026;Krause Fahrzeugtechnik OHG;DE18 9140 3842 7803 1462 75;Zahlung RE-2026-018830 Krause;51,07;EUR
NW-2026-08-010729;28.08.2026;29.08.2026;Lehmann Metallbau Aktiengesellschaft;DE65444405960457506444;RE-2026-035003 vom 22.04.2026;9.359,14;EUR
NW-2026-08-010730;28.08.2026;28.08.2026;Bauer Holzbau GmbH;DE81625114250674653949;RE2026-011467 Danke;17.094,73;EUR
NW-2026-08-010731;28.08.2026;29.08.2026;Baumann KG;;Zahlung RE/2026/016734 Baumann;8.402,50;EUR
NW-2026-08-010732;28.08.2026;28.08.2026;Simon Dachdeckerei;DE89 8638 4284 5373 6750 77;RE 2026 031156 vom 07.08.2026;929,39;EUR
NW-2026-08-010733;28.08.2026;28.08.2026;Schröder Handel OHG;DE95 8729 1366 2063 7633 12;Rechnung RE-2026028791;1.117,71;EUR
NW-2026-08-010734;28.08.2026;28.08.2026;Wagner & Ludtke GmbH;DE52778617239517209678;RE-2026-12010;1.291,21;EUR
NW-2026-08-010735;28.08.2026;28.08.2026;Metallbau Lubeck GbR;DE56310777310965407459;RE-2026-020509 / Skonto geprueft;18.446,62;EUR
NW-2026-08-010736;28.08.2026;28.08.2026;Inga Krüger;DE13128282473562519009;Provision Q3;128,19;EUR
NW-2026-08-010737;28.08.2026;28.08.2026;Klein Großhandel e.K.;DE16946234961811996369;RE 2026 001302 vom 19.03.2026;7.877,43;EUR
NW-2026-08-010738;28.08.2026;28.08.2026;Schumacher Hafenservice GmbH;DE57 2019 0199 6005 5329 41;Rechnung RE-2026-038872;7.375,92;EUR
NW-2026-08-010739;28.08.2026;28.08.2026;Koch & Schubert GmbH;DE43 8085 0612 5807 5668 56;Zahlung RE2026-015989 Koch;517,04;EUR
NW-2026-08-010740;28.08.2026;28.08.2026;Verlag Flensburg;DE16 4536 8346 1836 0012 61;Rg. vom 14.03.2026;3.375,76;EUR
NW-2026-08-010741;28.08.2026;28.08.2026;Müller & Schröder e.K.;DE37852116212842139848;KD-03210 RE-2026-028807;14.848,82;EUR
NW-2026-08-010742;28.08.2026;28.08.2026;Birte Krüger;DE76658602882105427087;Ausgleich;56,69;EUR
NW-2026-08-010743;28.08.2026;28.08.2026;Jager Bau e.K.;DE95 6760 0245 1330 9920 19;RE-2026-016870 vom 14.03.2026;203,53;EUR
NW-2026-08-010744;28.08.2026;29.08.2026;Kaiser Gebaudereinigung GbR;DE89736171718989715076;Ausgleich re-2026-030738;322,68;EUR
NW-2026-08-010745;28.08.2026;29.08.2026;Schubert Maschinenbau OHG;DE64629762609531557462;RE 2026/033589 Danke;462,64;EUR
NW-2026-08-010746;28.08.2026;29.08.2026;Spedition Wilhelmshaven AG;DE50168608541062064999;KD-03516 RE-2026-033036;76,87;EUR
NW-2026-08-010747;28.08.2026;28.08.2026;Peters Metallbau GmbH;DE86 5559 9799 0124 6239 77;KD-03284 RE-2026-029960;3.198,71;EUR
NW-2026-08-010748;28.08.2026;28.08.2026;Fa. Heinrich & Weiß;DE67162914897037230496;Rg. vom 31.08.2026;64,70;EUR
NW-2026-08-010749;28.08.2026;28.08.2026;Simon & Krause GbR;DE40942254011953379777;Ausgleich Konto;1.307,37;EUR
NW-2026-08-010750;28.08.2026;28.08.2026;Hofmann & Bergmann OHG;DE18475200885625409148;Ausgleich RE-2026-03967;53,58;EUR
NW-2026-08-010751;28.08.2026;28.08.2026;Friedrich Sanitar;DE74186231381334722423;Ihre Rechnung RE-2026-035510;23.540,15;EUR
NW-2026-08-010752;28.08.2026;28.08.2026;Fahrzeugtechnik Hamburg e.K.;DE36619418233780432490;Rg RE-2026-023499;53,05;EUR
NW-2026-08-010753;28.08.2026;28.08.2026;Maschinenbau Husum KG;DE41 3403 4364 5618 7766 44;Zahlung RE-2026-029146 Maschinenbau;59,25;EUR
NW-2026-08-010754;28.08.2026;28.08.2026;Lang Verlag AG;DE78507272008479742838;Ihre Rechnung RE-2026-010949;16.951,48;EUR
NW-2026-08-010755;28.08.2026;29.08.2026;Albrecht Verlag;;RE 2026 037812;2.007,48;EUR
NW-2026-08-010756;28.08.2026;29.08.2026;Hoffmann OHG;DE58 1374 6453 8776 7788 29;Rg re-2026-012826;5.867,59;EUR
NW-2026-08-010757;28.08.2026;28.08.2026;Druck Emden KG;DE86 1604 7841 0576 5613 63;Ausgleich Konto;880,20;EUR
NW-2026-08-010758;28.08.2026;28.08.2026;Gartenbau Lüneburg e.K.;;Sammelueberweisung;9.260,19;EUR
NW-2026-08-010759;28.08.2026;29.08.2026;Spedition Oldenburg;DE96616514942418954199;RE-2026-022547 Danke;2.645,15;EUR
NW-2026-08-010760;28.08.2026;28.08.2026;Gebaeudereinigung Luebeck OHG;DE65 1779 7843 5784 8928 68;RE-2026-006331 / Skonto geprueft;3.388,89;EUR
NW-2026-08-010761;28.08.2026;29.08.2026;Otto Systemhaus AG;DE81 6711 8383 5807 4093 03;Rg RE-2026-010929;453,83;EUR
NW-2026-08-010762;28.08.2026;28.08.2026;ELEKTRO WILHELMSHAVEN GBR;DE41699807288395591099;Rechnung August;135,90;EUR
NW-2026-08-010763;28.08.2026;28.08.2026;Bauer Spedition GbR;DE37739948570853645117;RE 2026/024338 / Skonto geprueft;20.031,66;EUR
NW-2026-08-010764;28.08.2026;28.08.2026;Schifffahrt Kiel UG (haftungsbeschränkt);DE14 8839 9454 1548 7268 65;Sammelueberweisung;3.940,50;EUR
NW-2026-08-010765;28.08.2026;28.08.2026;Werbetechnik Husum UG (haftungsbeschränkt);DE79749646935653250168;KD-01773 RE-2026-010409;97,66;EUR
NW-2026-08-010766;28.08.2026;28.08.2026;Heinrich Schifffahrt GbR;DE66 6836 7941 7242 2668 58;Zahlung laut Kontoauszug;2.997,28;EUR
NW-2026-08-010767;28.08.2026;28.08.2026;Schmitt & Krause GmbH & Co. KG;DE46709434234304213290;Abschlag;285,35;EUR
NW-2026-08-010768;28.08.2026;28.08.2026;Haas Windkraft;DE14 7877 9191 3941 2101 59;Rechnungen Juli/August;139,38;EUR
NW-2026-08-010769;28.08.2026;28.08.2026;Thomas Werbetechnik GbR;DE68941708696503745193;RE-2026-3596;1.977,57;EUR
NW-2026-08-010770;28.08.2026;28.08.2026;Koch & Gross;DE87572606343565750302;Zahlung RE2026-020722;4.877,34;EUR
NW-2026-08-010771;28.08.2026;28.08.2026;Fa. Pfeiffer Solartechnik;DE15532420356609182642;RE 2026 020735;292,78;EUR
NW-2026-08-010772;28.08.2026;28.08.2026;Tiefbau Rostock;DE33309373080869368716;RE-2026-31397 vom 29.06.2026;208,06;EUR
NW-2026-08-010773;28.08.2026;29.08.2026;Handel Rostock GmbH & Co. KG;DE39502239672238496970;re-2026-015471 / Skonto geprueft;1.354,32;EUR
NW-2026-08-010774;28.08.2026;29.08.2026;Busch Fahrzeugtechnik GbR;;RE-2026-005090;379,22;EUR
NW-2026-08-010775;28.08.2026;28.08.2026;Müller & Schröder e.K.;DE37852116212842139848;Zahlung RE-2026-028845 Müller;708,66;EUR
NW-2026-08-010776;28.08.2026;28.08.2026;Moeller & Krause AG;DE46 7325 3758 5103 8057 52;Ausgleich offene Posten;832,08;EUR
NW-2026-08-010777;28.08.2026;28.08.2026;Otto & Seidel UG (haftungsbeschrankt);;Zahlung;205,13;EUR
NW-2026-08-010778;28.08.2026;29.08.2026;Kaiser & Krüger GmbH u. Co. KG;DE47221614597018154766;Zahlung re-2026-033839;2.473,57;EUR
NW-2026-08-010779;28.08.2026;28.08.2026;Simon Solartechnik UG (haftungsbeschränkt);DE83 4495 2094 0880 3920 66;RE/2026/003980 Danke;780,18;EUR
NW-2026-08-010780;28.08.2026;28.08.2026;LANG MASCHINENBAU UG (HAFTUNGSBESCHRÄNKT);DE79799888430046261390;Ihre Rechnung RE 2026/027920;16.268,20;EUR
NW-2026-08-010781;28.08.2026;28.08.2026;Fa. Braun & Martin;DE40752744476236224141;Sammelueberweisung;2.548,03;EUR
NW-2026-08-010782;28.08.2026;29.08.2026;Elektro Oldenburg UG (haftungsbeschränkt);DE66565144132632701551;Zahlung RE-2026-023543 Elektro;1.321,77;EUR
NW-2026-08-010783;28.08.2026;28.08.2026;KRAUS HOLZBAU OHG;DE63697707484197949735;RE-2026-015054;1.428,81;EUR
NW-2026-08-010784;28.08.2026;29.08.2026;Logistik Schwerin AG;DE74 3440 5995 8118 1454 39;Rg RE-2026-039423;1.396,44;EUR
NW-2026-08-010785;28.08.2026;28.08.2026;Fahrzeugtechnik Cuxhaven GmbH;DE93401480746611602251;Ausgleich RE-2026010663;12.514,93;EUR
NW-2026-08-010786;28.08.2026;28.08.2026;Braun GbR;DE82 6259 8292 3403 4901 79;Rechnung August;111,25;EUR
NW-2026-08-010787;28.08.2026;28.08.2026;Holzbau Kiel OHG;DE10483594881570442288;Zahlung RE-2026034556 Holzbau;2.013,17;EUR
NW-2026-08-010788;28.08.2026;29.08.2026;Carstens Textil e.K.;DE11688106469402187460;Zahlung RE-2026-025693;4.049,67;EUR
NW-2026-08-010789;28.08.2026;28.08.2026;Lars Huber;;Spende;125,42;EUR
NW-2026-08-010790;28.08.2026;29.08.2026;Fa. Keller Bäckerei;DE94822369183050791150;RE-2026-027151 vom 15.08.2026;4.809,25;EUR
NW-2026-08-010791;28.08.2026;28.08.2026;Kuhn Kältetechnik AG;DE55 7341 4134 8245 4230 77;Rechnung August;101,52;EUR
NW-2026-08-010792;28.08.2026;28.08.2026;Schäfer GmbH & Co. KG;DE28538980692420535794;Zahlung RE-2026-02340;322,65;EUR
NW-2026-08-010793;28.08.2026;28.08.2026;Claußen Maschinenbau e.K.;DE47591136170818925121;Zahlung RE-2026026042;186,83;EUR
NW-2026-08-010794;28.08.2026;29.08.2026;KRAUS SYSTEMHAUS KG;DE82922057125536991610;Rg RE 2026/013699;680,88;EUR
NW-2026-08-010795;28.08.2026;29.08.2026;Franke Großhandel;DE58 8864 7891 2290 8151 66;KD-02713 RE-2026-022529;63,32;EUR
NW-2026-08-010796;28.08.2026;29.08.2026;FAHRZEUGTECHNIK CUXHAVEN AG;DE83375385854033270817;Rg RE-2026-029383;3.952,64;EUR
NW-2026-08-010797;28.08.2026;28.08.2026;Thießen Logistik OHG;;Ausgleich RE/2026/003744;2.198,99;EUR
NW-2026-08-010798;28.08.2026;28.08.2026;Fischer GmbH & Co. KG;DE15859636443246039396;Rechnung RE-2026-024914;15.065,54;EUR
NW-2026-08-010799;28.08.2026;28.08.2026;Medizintechnik Flensburg OHG;DE43379667129169016191;RE-2026-035929 vom 19.06.2026;14.940,58;EUR
NW-2026-08-010800;28.08.2026;28.08.2026;Richter Kältetechnik OHG;DE63574651967551490366;Sammelueberweisung;2.612,06;EUR
NW-2026-08-010801;28.08.2026;28.08.2026;VOGT TECHNIK GMBH;DE27798757604126951882;Rg RE-2026-015924;22.350,73;EUR
NW-2026-08-010802;28.08.2026;28.08.2026;Beck & Lehmann e.K.;DE71416606509675111080;Zahlung RE-2026-037727 Beck;2.262,99;EUR
NW-2026-08-010803;28.08.2026;28.08.2026;Fleischerei Rostock e.K.;DE83490186024179213788;KD-02290 RE-2026-017128;11.003,31;EUR
NW-2026-08-010804;28.08.2026;28.08.2026;Berger Maschinenbau GmbH;DE94 6759 4759 4239 4980 48;KD-01573 RE-2026-007729;1.038,74;EUR
NW-2026-08-010805;28.08.2026;28.08.2026;Sabine Meyer;DE20770915534106623055;Erstattung;748,65;EUR
NW-2026-08-010806;28.08.2026;28.08.2026;Jansen & Fuchs AG;DE65 8088 1832 2954 8352 29;Ihre Rechnung RE-2026-023750;16.657,51;EUR
NW-2026-08-010807;28.08.2026;28.08.2026;Fa. Kühn Holzbau;DE88 9428 8786 5202 3793 61;Zahlung laut Kontoauszug;1.105,64;EUR
NW-2026-08-010808;28.08.2026;28.08.2026;Fa. Winkler & Lang;DE16922284496766176288;RE-2026-002576 vom 19.06.2026;71,86;EUR
NW-2026-08-010809;28.08.2026;28.08.2026;LORENZ & ZIMMERMANN GBR;DE44 2247 7650 2080 1426 54;Ausgleich RE2026-016620;755,83;EUR
NW-2026-08-010810;28.08.2026;28.08.2026;HAHN & WEISS GBR;DE67 3230 3335 0262 8733 15;Ueberweisung;6.267,78;EUR
NW-2026-08-010811;28.08.2026;28.08.2026;Kühn Medizintechnik UG (haftungsbeschränkt);;Ueberweisung;248,45;EUR
NW-2026-08-010812;28.08.2026;28.08.2026;Hofmann Gebaudereinigung e.K.;DE70 3328 1747 8548 5812 28;Zahlung RE-2026-024852;351,03;EUR
NW-2026-08-010813;28.08.2026;28.08.2026;Wagner & Krause Aktiengesellschaft;DE90373017781004233800;Sammelueberweisung;495,06;EUR
NW-2026-08-010814;28.08.2026;28.08.2026;Fa. Fahrzeugtechnik Bremen;DE76558058293908760992;RE-2026-034705;238,89;EUR
NW-2026-08-010815;28.08.2026;28.08.2026;Fa. Vogel;DE29834763737851648467;Rg RE-2026-004164;205,20;EUR
NW-2026-08-010816;28.08.2026;28.08.2026;Jung & Sommer AG;DE33522274112618289645;KD-01297 re-2026-003910;308,75;EUR
NW-2026-08-010817;28.08.2026;28.08.2026;SCHMIDT LOGISTIK;DE19258383813558637953;Sammelueberweisung;1.829,58;EUR
NW-2026-08-010818;28.08.2026;28.08.2026;Albrecht Elektro GmbH & Co. KG;DE30 2121 5972 1786 3112 66;RE2026-034558 vom 06.03.2026;90,68;EUR
NW-2026-08-010819;28.08.2026;28.08.2026;Schmidt & Stein;DE33235882563510152375;Zahlung;243,78;EUR
NW-2026-08-010820;28.08.2026;28.08.2026;WEISS;DE93688640860983666824;RE-2026-022633 vom 13.05.2026;23.658,87;EUR
NW-2026-08-010821;28.08.2026;28.08.2026;Böhm & Wolff GbR;DE32773845474236714189;KD-03509 RE-2026-032910;1.466,69;EUR
NW-2026-08-010822;28.08.2026;28.08.2026;Jung & Sauer e.K.;DE22 8916 3847 6471 5558 26;RE-2026-028161;2.290,40;EUR
NW-2026-08-010823;28.08.2026;28.08.2026;Weiß Gebäudereinigung;DE21 2054 3958 6049 8764 89;RE-2026-01520;2.912,08;EUR
NW-2026-08-010824;28.08.2026;28.08.2026;Becker & Roth OHG;DE45 2633 5761 2243 2620 32;Ausgleich offene Posten;13.986,47;EUR
NW-2026-08-010825;28.08.2026;28.08.2026;Albrecht e.K.;DE92616227655737101438;RE 2026/014228 / Skonto geprueft;4.562,71;EUR
NW-2026-08-010826;28.08.2026;28.08.2026;Rehder Kaltetechnik;DE67783395638392882051;Ihre Rechnung RE-2026019564;1.477,97;EUR
NW-2026-08-010827;28.08.2026;28.08.2026;Petersen GmbH;;RE-2026-027705 Danke;19.805,94;EUR
NW-2026-08-010828;28.08.2026;29.08.2026;Pfeiffer Großhandel GmbH & Co. KG;DE68299308917787490808;Ihre Rechnung RE-2026-024563;20.681,33;EUR
NW-2026-08-010829;28.08.2026;28.08.2026;Hartmann GbR;DE93852971375463898399;RE-2026-032336 Danke;9.838,45;EUR
NW-2026-08-010830;28.08.2026;28.08.2026;Schmidt Spedition UG (haftungsbeschränkt);;Sammelueberweisung;2.566,88;EUR
NW-2026-08-010831;28.08.2026;28.08.2026;Fleischerei Wilhelmshaven OHG;DE27337545031868932437;RE 2026/037215;20.477,45;EUR
NW-2026-08-010832;28.08.2026;28.08.2026;Lange Großhandel OHG;DE64218152809614027219;RE 2026 036128;57,89;EUR
NW-2026-08-010833;28.08.2026;28.08.2026;Fa. Koch & Werner;DE61198821336269103573;RE-2026-03046;175,88;EUR
NW-2026-08-010834;28.08.2026;28.08.2026;Handel Lübeck GmbH;DE98 7158 1249 0063 5213 12;RE-2026-038954 Danke;2.090,80;EUR
NW-2026-08-010835;28.08.2026;29.08.2026;Fa. Schmitt & Hahn;;Ihre Rechnung RE-2026-33942;4.181,45;EUR
NW-2026-08-010836;28.08.2026;29.08.2026;Technik Schwerin AG;DE55 3507 7722 1673 5789 44;RE 2026 001086 / Skonto geprueft;551,82;EUR
NW-2026-08-010837;28.08.2026;28.08.2026;Fischer GmbH & Co. KG;DE79206814337505463832;Ausgleich Konto;1.661,14;EUR
NW-2026-08-010838;28.08.2026;28.08.2026;Berger Tiefbau OHG;DE65178563834287677703;Rg. vom 25.08.2026;2.250,62;EUR
NW-2026-08-010839;28.08.2026;28.08.2026;KOCH FAHRZEUGTECHNIK OHG;DE33841914645341515235;Rg RE-2026007172;14.930,38;EUR
NW-2026-08-010840;28.08.2026;28.08.2026;Kühn & Meyer GmbH & Co. KG;DE40 7495 2668 7860 4091 23;Zahlung laut Kontoauszug;1.736,47;EUR
NW-2026-08-010841;28.08.2026;29.08.2026;VOGT GMBH & CO. KG;DE45554413563103907716;RE 2026 000623 / Skonto geprueft;538,25;EUR
NW-2026-08-010842;28.08.2026;28.08.2026;Systemhaus Schwerin KG;DE60 4551 0483 4692 2031 70;RE-2026-033390 vom 25.05.2026;1.625,98;EUR
NW-2026-08-010843;28.08.2026;29.08.2026;Schmitt Logistik UG (haftungsbeschränkt);DE42582995634947899918;Ihre Rechnung RE-2026-025750;436,95;EUR
NW-2026-08-010844;28.08.2026;28.08.2026;Fa. Lange Spedition;DE63530073888062014819;RE-2026030524 / Skonto geprueft;9.653,02;EUR
NW-2026-08-010845;28.08.2026;28.08.2026;Fischer GmbH;DE99688271706460178586;KD-02993 RE-2026-26104;4.983,79;EUR
NW-2026-08-010846;28.08.2026;28.08.2026;Kohler Backerei GbR;DE39269066404764304054;Ausgleich RE-2026-025860;44,93;EUR
NW-2026-08-010847;28.08.2026;28.08.2026;GRAF AG;DE77286076170021261681;Ausgleich offene Posten;99,78;EUR
NW-2026-08-010848;28.08.2026;28.08.2026;Boehm & Wolff GbR;DE93747763704489619780;KD-03509 RE-2026032913;3.940,51;EUR
NW-2026-08-010849;28.08.2026;28.08.2026;Graf Gebäudereinigung AG;DE42773426970816951314;RE-2026-601687 Danke;9.493,09;EUR
NW-2026-08-010850;28.08.2026;28.08.2026;Nordwind Bank AG;;Ruecklastschrift;-63,32;EUR
NW-2026-08-010851;28.08.2026;28.08.2026;Gartenbau Husum GmbH & Co. KG;DE37261331597514976250;Monatsrechnung;1.538,97;EUR
NW-2026-08-010852;28.08.2026;29.08.2026;Fischer Dachdeckerei;;RE-2026-007006 / Skonto geprueft;322,90;EUR
NW-2026-08-010853;28.08.2026;28.08.2026;Fa. Systemhaus Lübeck;DE85447341613725777941;RE 2026/022061 vom 06.07.2026;256,88;EUR
NW-2026-08-010854;28.08.2026;28.08.2026;Müller Medizintechnik;DE23 2334 8671 2427 4931 09;Zahlung RE-2026-021933;598,52;EUR
NW-2026-08-010855;28.08.2026;28.08.2026;Kaeltetechnik Bremen;DE97516543392862249186;Ihre Rechnung RE-2026-911810;7.294,90;EUR
NW-2026-08-010856;28.08.2026;28.08.2026;Martin Textil KG;DE25422270946411362467;Vielen Dank;4.906,72;EUR
NW-2026-08-010857;28.08.2026;28.08.2026;TEXTIL ROSTOCK GBR;DE25 4360 6131 0294 5603 72;re-2026-026645 Danke;424,03;EUR
NW-2026-08-010858;28.08.2026;28.08.2026;Bruggemann Verlag KG;DE28 2367 1481 7922 9945 84;Rg RR-2026-028319;1.807,98;EUR
NW-2026-08-010859;28.08.2026;28.08.2026;Mayer Windkraft OHG;DE29660380037986613665;Rechnung August;5.912,20;EUR
NW-2026-08-010860;28.08.2026;29.08.2026;LÜDTKE GBR;DE84 5803 4172 1027 4751 37;Ihre Rechnung RE-2026-029116;19.588,33;EUR
NW-2026-08-010861;28.08.2026;28.08.2026;Metallbau Kiel GbR;;Ausgleich offene Posten;5.097,49;EUR
NW-2026-08-010862;28.08.2026;28.08.2026;CLAUSSEN BAU;DE52232401309572100040;RE 2026 029980 vom 16.09.2026;10.706,82;EUR
NW-2026-08-010863;28.08.2026;28.08.2026;Hofmann Sanitar;DE95176954803435621416;Zahlung laut Kontoauszug;2.542,15;EUR
NW-2026-08-010864;28.08.2026;28.08.2026;Ole Hoffmann;DE42970054608921858006;Rueckzahlung Darlehen;398,14;EUR
NW-2026-08-010865;28.08.2026;29.08.2026;Schulze Backerei;DE65 8813 9153 7063 5539 95;RE-2026-019806;276,22;EUR
NW-2026-08-010866;28.08.2026;28.08.2026;LOGISTIK KIEL GBR;DE73174854988525315623;Rechnungen Juli/August;2.333,78;EUR
NW-2026-08-010867;28.08.2026;28.08.2026;Nordwind Bank AG;;Entgelt Auslandsueberweisung;-378,44;EUR
NW-2026-08-010868;28.08.2026;28.08.2026;Franke & Brüggemann;DE23609768886630578631;Ihre Rechnung RE 2026 021477;213,03;EUR
NW-2026-08-010869;28.08.2026;29.08.2026;Lehmann e.K.;DE27397765228107672450;KD-03314 RE-2026-030355;7.997,16;EUR
NW-2026-08-010870;28.08.2026;29.08.2026;BRANDT & BUSCH;DE10350824512911129140;Rg RE 2026 032116;13.141,55;EUR
NW-2026-08-010871;28.08.2026;28.08.2026;Sanitär Schwerin;DE89852862965354145959;KD-02230 RE-2026016352;8.521,40;EUR
NW-2026-08-010872;28.08.2026;29.08.2026;Fleischerei Rostock e.K.;DE93 9153 1860 5842 1930 05;Zahlung RE-2026-017122 Fleischerei;11.455,62;EUR
NW-2026-08-010873;28.08.2026;29.08.2026;Schmid GbR;DE14 2279 8033 9617 6859 71;re-2026-004011 vom 14.04.2026;1.069,14;EUR
NW-2026-08-010874;28.08.2026;28.08.2026;Keller GbR;DE83826789285402063791;R-2026-015235 Danke;236,41;EUR
NW-2026-08-010875;28.08.2026;28.08.2026;Schneider Technik e.K.;DE70527264669502512096;Rg RE-2026-039446;298,72;EUR
NW-2026-08-010876;28.08.2026;28.08.2026;Fa. Jung & Thomas;DE80952855591274148048;Ihre Rechnung RE-2026-008568;720,33;EUR
NW-2026-08-010877;28.08.2026;29.08.2026;Lehmann & Moller;DE69 7292 7374 1985 1053 42;RE 2026 008948;16.855,11;EUR
NW-2026-08-010878;28.08.2026;28.08.2026;Winter Möbel GbR;DE80452006045239141835;Rg. vom 08.09.2026;285,07;EUR
NW-2026-08-010879;28.08.2026;28.08.2026;Möbel Hamburg Ges.m.b.H.;DE40319644254587822054;RE-2026-017617;763,17;EUR
NW-2026-08-010880;28.08.2026;28.08.2026;Fa. Bergmann;;Rechnungen Juli/August;15.400,92;EUR
NW-2026-08-010881;28.08.2026;28.08.2026;Jaeger & Mayer GmbH;DE60 2500 6813 5455 4515 30;Rg RE-2026-002670;1.234,44;EUR
NW-2026-08-010882;28.08.2026;28.08.2026;FISCHER WINDKRAFT GES.M.B.H.;DE73175497883100479090;RE-2026-013633;15.581,63;EUR
NW-2026-08-010883;28.08.2026;28.08.2026;Hans Pohl;DE84707744398850677982;Spende;4.764,65;EUR
NW-2026-08-010884;28.08.2026;28.08.2026;Busch & Ludwig OHG;DE41 4356 8393 9143 3310 77;Ihre Rechnung RE 2026 002878;258,59;EUR
NW-2026-08-010885;28.08.2026;29.08.2026;Werbetechnik Emden OHG;DE42911657432723851733;Ihre Rechnung RE-2026-034622;554,95;EUR
NW-2026-08-010886;28.08.2026;28.08.2026;Heinrich Werbetechnik e.K.;DE73 8691 3878 6662 8279 94;Rg RE-2026-016982;2.034,87;EUR
NW-2026-08-010887;28.08.2026;28.08.2026;Albrecht Möbel OHG;DE25 9013 8277 0686 7455 09;Zahlung laut Kontoauszug;6.554,10;EUR
NW-2026-08-010888;28.08.2026;28.08.2026;BERGMANN BAU GMBH & CO. KG;DE74775137134863766061;RE-2026-019227 Danke;9.672,60;EUR
NW-2026-08-010889;28.08.2026;28.08.2026;Backerei Wilhelmshaven e.K.;DE18512027179722790629;RE 2026/033408 / Skonto geprueft;4.772,63;EUR
NW-2026-08-010890;28.08.2026;28.08.2026;Vogt Bäckerei OHG;DE79689394976572537073;Zahlung RE-2026-027218;7.433,54;EUR
NW-2026-08-010891;28.08.2026;28.08.2026;Fischer UG (haftungsbeschränkt);DE40957264781014702322;Zahlung RE-2026-020094 Fischer;381,60;EUR
NW-2026-08-010892;28.08.2026;29.08.2026;Schmitt Kältetechnik GbR;DE69 3802 8080 4132 7069 92;RE-2026-005576 vom 02.05.2026;158,06;EUR
NW-2026-08-010893;28.08.2026;28.08.2026;Busch Gartenbau;DE74909199588913458515;Monatsrechnung;84,21;EUR
NW-2026-08-010894;28.08.2026;28.08.2026;FRANK TEXTIL GMBH;DE19315251495766911558;Rechnungen Juli/August;779,48;EUR
NW-2026-08-010895;28.08.2026;28.08.2026;FA. LANG & BECKER;DE83739446733546368534;Ausgleich RE-2026-030924;87,78;EUR
NW-2026-08-010896;28.08.2026;28.08.2026;Thießen & Schmid AG;DE66 2379 5380 3817 1912 80;Zahlung RE-2026020240 Thießen;1.203,76;EUR
NW-2026-08-010897;28.08.2026;28.08.2026;Voigt & Horn GmbH;DE16985563687764660529;Zahlung;50,66;EUR
NW-2026-08-010898;28.08.2026;28.08.2026;MEYER & SCHUMACHER OHG;DE75 8751 2752 4400 8030 08;RE-2026-035702;862,38;EUR
NW-2026-08-010899;28.08.2026;28.08.2026;VOIGT DRUCK GMBH;DE74219188301132473890;RE-2026-005295 Danke;10.220,68;EUR
NW-2026-08-010900;28.08.2026;28.08.2026;Meyer Verlag;DE95 7401 3915 7412 8236 93;Rechnungen Juli/August;27.191,42;EUR
NW-2026-08-010901;28.08.2026;28.08.2026;Schmitz Bäckerei UG (haftungsbeschränkt);DE69615080466310190382;RE 2026/004857 vom 06.05.2026;20.908,34;EUR
NW-2026-08-010902;28.08.2026;28.08.2026;Graf Gebäudereinigung;DE42773426970816951314;Zahlung RE-2026-001677 Graf;89,38;EUR
NW-2026-08-010903;28.08.2026;28.08.2026;Schwarz & Neumann KG;DE62548807869879096222;RE-2026-025784;572,52;EUR
NW-2026-08-010904;28.08.2026;29.08.2026;SPEDITION ROSTOCK UG (HAFTUNGSBESCHRÄNKT);DE58406409198620914921;Rg RE/2026/027064;2.143,55;EUR
NW-2026-08-010905;28.08.2026;29.08.2026;Schneider Gebaudereinigung;DE51965985151179545026;RE 2026/024038 / Skonto geprueft;14.267,82;EUR
NW-2026-08-010906;28.08.2026;28.08.2026;Schneider e.K.;DE80165638388038104171;Zahlung RE-2026-015861 Schneider;572,17;EUR
NW-2026-08-010907;28.08.2026;28.08.2026;HAHN GEBÄUDEREINIGUNG;;Zahlung RE-2026-38159 Hahn;309,69;EUR
NW-2026-08-010908;28.08.2026;28.08.2026;Thießen Windkraft AG;DE37 9467 0232 2451 6917 31;re-2026-001268;602,16;EUR
NW-2026-08-010909;28.08.2026;28.08.2026;Meier Medizintechnik UG (haftungsbeschränkt);DE11157800330569341326;Ausgleich Konto;11.000,48;EUR
NW-2026-08-010910;28.08.2026;28.08.2026;Günther & Hartmann Ges.m.b.H.;DE49336279803279158623;Rechnung RE-2026-00299;10.790,30;EUR
NW-2026-08-010911;28.08.2026;28.08.2026;Schumacher Catering AG;DE11581172243422549317;Ueberweisung;14.352,99;EUR
NW-2026-08-010912;28.08.2026;28.08.2026;Catering Emden GbR;DE84664322664253420530;RE/2026/031836 vom 23.07.2026;1.779,76;EUR
NW-2026-08-010913;28.08.2026;28.08.2026;Seidel Metallbau UG (haftungsbeschränkt);DE18 8137 0009 4685 7686 57;RE-2026-9339 Danke;280,06;EUR
NW-2026-08-010914;28.08.2026;28.08.2026;Wolff & Kuhn GbR;DE96865461882492556325;RE-2026-021316 vom 12.09.2026;5.475,57;EUR
